TRUE as 1 and FALSE as 0,,,,,,
,,,,,,
has_projects,has_wiki,,,Correlation Value,,
1,1,,,0.367784465,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,has_projects,has_wiki
1,1,,,has_projects,1,
1,1,,,has_wiki,0.367784465,1
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
0,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
0,1,,,,,
0,0,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
1,0,,,,,
0,0,,,,,
0,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
1,1,,,,,
1,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
0,0,,,,,
1,1,,,,,
1,1,,,,,
1,1,,,,,
1,0,,,,,
1,0,,,,,
